run,seed,iteration,algorithm,best_fitness
8,49,41,Greedy,909.7091440156025
8,49,42,FOA,1702.1878111017672
8,49,42,PSO,1633.2677332696276
8,49,42,Random Search,1572.063893169557
8,49,42,Greedy,909.7091440156025
8,49,43,FOA,1702.1878111017672
8,49,43,PSO,1633.2677332696276
8,49,43,Random Search,1572.063893169557
8,49,43,Greedy,909.7091440156025
8,49,44,FOA,1702.1878111017672
8,49,44,PSO,1633.2677332696276
8,49,44,Random Search,1572.063893169557
8,49,44,Greedy,909.7091440156025
8,49,45,FOA,1702.1878111017672
8,49,45,PSO,1633.2677332696276
8,49,45,Random Search,1572.063893169557
8,49,45,Greedy,909.7091440156025
8,49,46,FOA,1702.1878111017672
8,49,46,PSO,1633.2677332696276
8,49,46,Random Search,1572.063893169557
8,49,46,Greedy,909.7091440156025
8,49,47,FOA,1702.1878111017672
8,49,47,PSO,1633.2677332696276
8,49,47,Random Search,1572.063893169557
8,49,47,Greedy,909.7091440156025
8,49,48,FOA,1702.1878111017672
8,49,48,PSO,1633.2677332696276
8,49,48,Random Search,1572.063893169557
8,49,48,Greedy,909.7091440156025
8,49,49,FOA,1702.1878111017672
8,49,49,PSO,1633.2677332696276
8,49,49,Random Search,1572.063893169557
8,49,49,Greedy,909.7091440156025
8,49,50,FOA,1702.1878111017672
8,49,50,PSO,1633.2677332696276
8,49,50,Random Search,1572.063893169557
8,49,50,Greedy,909.7091440156025
9,50,1,FOA,1231.4542869549755
9,50,1,PSO,1256.6551260406413
9,50,1,Random Search,789.293261567791
9,50,1,Greedy,1125.9391389668172
9,50,2,FOA,1461.9218306455828
9,50,2,PSO,1291.2880930850617
9,50,2,Random Search,789.293261567791
9,50,2,Greedy,1125.9391389668172
9,50,3,FOA,1517.7391446003924
9,50,3,PSO,1295.1058964822328
9,50,3,Random Search,1047.3538790775754
9,50,3,Greedy,1125.9391389668172
9,50,4,FOA,1577.3068845340183
9,50,4,PSO,1387.3188892158396
9,50,4,Random Search,1147.0766938532752
9,50,4,Greedy,1125.9391389668172
9,50,5,FOA,1577.3068845340183
9,50,5,PSO,1387.3188892158396
9,50,5,Random Search,1147.0766938532752
9,50,5,Greedy,1125.9391389668172
9,50,6,FOA,1577.3068845340183
9,50,6,PSO,1482.6789326713292
9,50,6,Random Search,1147.0766938532752
9,50,6,Greedy,1125.9391389668172
9,50,7,FOA,1577.3068845340183
9,50,7,PSO,1482.6789326713292
9,50,7,Random Search,1147.0766938532752
9,50,7,Greedy,1125.9391389668172
9,50,8,FOA,1577.3068845340183
9,50,8,PSO,1482.6789326713292
9,50,8,Random Search,1220.6421231905133
9,50,8,Greedy,1125.9391389668172
9,50,9,FOA,1577.3068845340183
9,50,9,PSO,1494.2864199441956
9,50,9,Random Search,1220.6421231905133
9,50,9,Greedy,1125.9391389668172
9,50,10,FOA,1577.3068845340183
9,50,10,PSO,1494.2864199441956
9,50,10,Random Search,1220.6421231905133
9,50,10,Greedy,1125.9391389668172
9,50,11,FOA,1577.3068845340183
9,50,11,PSO,1494.2864199441956
9,50,11,Random Search,1220.6421231905133
9,50,11,Greedy,1125.9391389668172
9,50,12,FOA,1577.3068845340183
9,50,12,PSO,1627.3836735875184
9,50,12,Random Search,1220.6421231905133
9,50,12,Greedy,1125.9391389668172
9,50,13,FOA,1577.3068845340183
9,50,13,PSO,1627.3836735875184
9,50,13,Random Search,1220.6421231905133
9,50,13,Greedy,1125.9391389668172
9,50,14,FOA,1577.3068845340183
9,50,14,PSO,1627.3836735875184
9,50,14,Random Search,1220.6421231905133
9,50,14,Greedy,1125.9391389668172
9,50,15,FOA,1577.3068845340183
9,50,15,PSO,1627.3836735875184
9,50,15,Random Search,1220.6421231905133
9,50,15,Greedy,1125.9391389668172
9,50,16,FOA,1577.3068845340183
9,50,16,PSO,1627.3836735875184
9,50,16,Random Search,1220.6421231905133
9,50,16,Greedy,1125.9391389668172
9,50,17,FOA,1577.3068845340183
9,50,17,PSO,1627.3836735875184
9,50,17,Random Search,1220.6421231905133
9,50,17,Greedy,1125.9391389668172
9,50,18,FOA,1577.3068845340183
9,50,18,PSO,1627.3836735875184
9,50,18,Random Search,1220.6421231905133
9,50,18,Greedy,1125.9391389668172
9,50,19,FOA,1577.3068845340183
9,50,19,PSO,1627.3836735875184
9,50,19,Random Search,1220.6421231905133
9,50,19,Greedy,1125.9391389668172
9,50,20,FOA,1577.3068845340183
9,50,20,PSO,1627.3836735875184
9,50,20,Random Search,1220.6421231905133
9,50,20,Greedy,1125.9391389668172
9,50,21,FOA,1577.3068845340183
9,50,21,PSO,1627.3836735875184
9,50,21,Random Search,1220.6421231905133
9,50,21,Greedy,1125.9391389668172
9,50,22,FOA,1577.3068845340183
9,50,22,PSO,1627.3836735875184
9,50,22,Random Search,1220.6421231905133
9,50,22,Greedy,1125.9391389668172
9,50,23,FOA,1577.3068845340183
9,50,23,PSO,1627.3836735875184
9,50,23,Random Search,1220.6421231905133
9,50,23,Greedy,1125.9391389668172
9,50,24,FOA,1577.3068845340183
9,50,24,PSO,1745.2482784922847
9,50,24,Random Search,1220.6421231905133
9,50,24,Greedy,1125.9391389668172
9,50,25,FOA,1577.3068845340183
9,50,25,PSO,1745.2482784922847
9,50,25,Random Search,1220.6421231905133
9,50,25,Greedy,1125.9391389668172
9,50,26,FOA,1577.3068845340183
9,50,26,PSO,1745.2482784922847
9,50,26,Random Search,1220.6421231905133
9,50,26,Greedy,1125.9391389668172
9,50,27,FOA,1577.3068845340183
9,50,27,PSO,1745.2482784922847
9,50,27,Random Search,1220.6421231905133
9,50,27,Greedy,1125.9391389668172
9,50,28,FOA,1577.3068845340183
9,50,28,PSO,1745.2482784922847
9,50,28,Random Search,1220.6421231905133
9,50,28,Greedy,1125.9391389668172
9,50,29,FOA,1577.3068845340183
9,50,29,PSO,1745.2482784922847
9,50,29,Random Search,1220.6421231905133
9,50,29,Greedy,1125.9391389668172
9,50,30,FOA,1577.3068845340183
9,50,30,PSO,1745.2482784922847
9,50,30,Random Search,1220.6421231905133
9,50,30,Greedy,1125.9391389668172
9,50,31,FOA,1577.3068845340183
9,50,31,PSO,1745.2482784922847
9,50,31,Random Search,1220.6421231905133
9,50,31,Greedy,1125.9391389668172
9,50,32,FOA,1577.3068845340183
9,50,32,PSO,1745.2482784922847
9,50,32,Random Search,1220.6421231905133
9,50,32,Greedy,1125.9391389668172
9,50,33,FOA,1577.3068845340183
9,50,33,PSO,1745.2482784922847
9,50,33,Random Search,1220.6421231905133
9,50,33,Greedy,1125.9391389668172
9,50,34,FOA,1577.3068845340183
9,50,34,PSO,1745.2482784922847
9,50,34,Random Search,1220.6421231905133
9,50,34,Greedy,1125.9391389668172
9,50,35,FOA,1577.3068845340183
9,50,35,PSO,1745.2482784922847
9,50,35,Random Search,1220.6421231905133
9,50,35,Greedy,1125.9391389668172
9,50,36,FOA,1577.3068845340183
9,50,36,PSO,1745.2482784922847
9,50,36,Random Search,1220.6421231905133
9,50,36,Greedy,1125.9391389668172
9,50,37,FOA,1577.3068845340183
9,50,37,PSO,1745.2482784922847
9,50,37,Random Search,1220.6421231905133
9,50,37,Greedy,1125.9391389668172
9,50,38,FOA,1577.3068845340183
9,50,38,PSO,1745.2482784922847
9,50,38,Random Search,1220.6421231905133
9,50,38,Greedy,1125.9391389668172
9,50,39,FOA,1577.3068845340183
9,50,39,PSO,1745.2482784922847
9,50,39,Random Search,1220.6421231905133
9,50,39,Greedy,1125.9391389668172
9,50,40,FOA,1577.3068845340183
9,50,40,PSO,1745.2482784922847
9,50,40,Random Search,1220.6421231905133
9,50,40,Greedy,1125.9391389668172
9,50,41,FOA,1577.3068845340183
9,50,41,PSO,1745.2482784922847
9,50,41,Random Search,1220.6421231905133
9,50,41,Greedy,1125.9391389668172
9,50,42,FOA,1577.3068845340183
9,50,42,PSO,1745.2482784922847
9,50,42,Random Search,1220.6421231905133
9,50,42,Greedy,1125.9391389668172
9,50,43,FOA,1577.3068845340183
9,50,43,PSO,1745.2482784922847
9,50,43,Random Search,1220.6421231905133
9,50,43,Greedy,1125.9391389668172
9,50,44,FOA,1577.3068845340183
9,50,44,PSO,1745.2482784922847
9,50,44,Random Search,1220.6421231905133
9,50,44,Greedy,1125.9391389668172
9,50,45,FOA,1577.3068845340183
9,50,45,PSO,1745.2482784922847
9,50,45,Random Search,1220.6421231905133
9,50,45,Greedy,1125.9391389668172
9,50,46,FOA,1577.3068845340183
9,50,46,PSO,1745.2482784922847
9,50,46,Random Search,1293.596400608616
9,50,46,Greedy,1125.9391389668172
9,50,47,FOA,1577.3068845340183
9,50,47,PSO,1745.2482784922847
9,50,47,Random Search,1293.596400608616
9,50,47,Greedy,1125.9391389668172
9,50,48,FOA,1577.3068845340183
9,50,48,PSO,1745.2482784922847
9,50,48,Random Search,1293.596400608616
9,50,48,Greedy,1125.9391389668172
9,50,49,FOA,1577.3068845340183
9,50,49,PSO,1745.2482784922847
9,50,49,Random Search,1293.596400608616
9,50,49,Greedy,1125.9391389668172
9,50,50,FOA,1577.3068845340183
9,50,50,PSO,1745.2482784922847
9,50,50,Random Search,1293.596400608616
9,50,50,Greedy,1125.9391389668172
10,51,1,FOA,1017.6951532887329
10,51,1,PSO,936.0270213773985
10,51,1,Random Search,491.0208410153025
10,51,1,Greedy,622.1594032238772
10,51,2,FOA,1126.5617642670268
10,51,2,PSO,1229.5225285419915
10,51,2,Random Search,749.8005194349694
10,51,2,Greedy,622.1594032238772
10,51,3,FOA,1196.355295854591
10,51,3,PSO,1229.5225285419915
10,51,3,Random Search,749.8005194349694
10,51,3,Greedy,622.1594032238772
10,51,4,FOA,1201.8129260302132
10,51,4,PSO,1229.5225285419915
10,51,4,Random Search,749.8005194349694
10,51,4,Greedy,622.1594032238772
10,51,5,FOA,1201.8129260302132
10,51,5,PSO,1229.5225285419915
10,51,5,Random Search,749.8005194349694
10,51,5,Greedy,622.1594032238772
10,51,6,FOA,1201.8129260302132
10,51,6,PSO,1229.5225285419915
10,51,6,Random Search,749.8005194349694
10,51,6,Greedy,622.1594032238772
10,51,7,FOA,1201.8129260302132
10,51,7,PSO,1229.5225285419915
10,51,7,Random Search,749.8005194349694
10,51,7,Greedy,622.1594032238772
10,51,8,FOA,1201.8129260302132
10,51,8,PSO,1229.5225285419915
10,51,8,Random Search,749.8005194349694
10,51,8,Greedy,622.1594032238772
10,51,9,FOA,1201.8129260302132
10,51,9,PSO,1229.5225285419915
10,51,9,Random Search,877.4685865899406
10,51,9,Greedy,622.1594032238772
10,51,10,FOA,1201.8129260302132
10,51,10,PSO,1229.5225285419915
10,51,10,Random Search,877.4685865899406
10,51,10,Greedy,622.1594032238772
10,51,11,FOA,1201.8129260302132
10,51,11,PSO,1229.5225285419915
10,51,11,Random Search,877.4685865899406
10,51,11,Greedy,622.1594032238772
10,51,12,FOA,1201.8129260302132
10,51,12,PSO,1229.5225285419915
10,51,12,Random Search,877.4685865899406
10,51,12,Greedy,622.1594032238772
10,51,13,FOA,1201.8129260302132
10,51,13,PSO,1229.5225285419915
10,51,13,Random Search,877.4685865899406
10,51,13,Greedy,622.1594032238772
10,51,14,FOA,1201.8129260302132
10,51,14,PSO,1229.5225285419915
10,51,14,Random Search,877.4685865899406
10,51,14,Greedy,622.1594032238772
10,51,15,FOA,1201.8129260302132
10,51,15,PSO,1229.5225285419915
10,51,15,Random Search,877.4685865899406
10,51,15,Greedy,622.1594032238772
10,51,16,FOA,1201.8129260302132
10,51,16,PSO,1229.5225285419915
10,51,16,Random Search,877.4685865899406
10,51,16,Greedy,622.1594032238772
10,51,17,FOA,1201.8129260302132
10,51,17,PSO,1229.5225285419915
10,51,17,Random Search,877.4685865899406
10,51,17,Greedy,622.1594032238772
10,51,18,FOA,1201.8129260302132
10,51,18,PSO,1229.5225285419915
10,51,18,Random Search,877.4685865899406
10,51,18,Greedy,622.1594032238772
10,51,19,FOA,1201.8129260302132
10,51,19,PSO,1229.5225285419915
10,51,19,Random Search,877.4685865899406
10,51,19,Greedy,622.1594032238772
10,51,20,FOA,1201.8129260302132
10,51,20,PSO,1229.5225285419915
10,51,20,Random Search,1005.4111448896138
10,51,20,Greedy,622.1594032238772
10,51,21,FOA,1201.8129260302132
10,51,21,PSO,1229.5225285419915
10,51,21,Random Search,1005.4111448896138
10,51,21,Greedy,622.1594032238772
10,51,22,FOA,1201.8129260302132
10,51,22,PSO,1229.5225285419915
10,51,22,Random Search,1005.4111448896138
10,51,22,Greedy,622.1594032238772
10,51,23,FOA,1201.8129260302132
10,51,23,PSO,1229.5225285419915
10,51,23,Random Search,1005.4111448896138
10,51,23,Greedy,622.1594032238772
10,51,24,FOA,1201.8129260302132
10,51,24,PSO,1229.5225285419915
10,51,24,Random Search,1005.4111448896138
10,51,24,Greedy,622.1594032238772
10,51,25,FOA,1201.8129260302132
10,51,25,PSO,1229.5225285419915
10,51,25,Random Search,1005.4111448896138
10,51,25,Greedy,622.1594032238772
10,51,26,FOA,1201.8129260302132
10,51,26,PSO,1229.5225285419915
10,51,26,Random Search,1005.4111448896138
10,51,26,Greedy,622.1594032238772
10,51,27,FOA,1201.8129260302132
10,51,27,PSO,1229.5225285419915
10,51,27,Random Search,1005.4111448896138
10,51,27,Greedy,622.1594032238772
10,51,28,FOA,1201.8129260302132
10,51,28,PSO,1229.5225285419915
10,51,28,Random Search,1005.4111448896138
10,51,28,Greedy,622.1594032238772
10,51,29,FOA,1201.8129260302132
10,51,29,PSO,1229.5225285419915
10,51,29,Random Search,1005.4111448896138
10,51,29,Greedy,622.1594032238772
10,51,30,FOA,1201.8129260302132
10,51,30,PSO,1229.5225285419915
10,51,30,Random Search,1005.4111448896138
10,51,30,Greedy,622.1594032238772
10,51,31,FOA,1201.8129260302132
10,51,31,PSO,1229.5225285419915
10,51,31,Random Search,1005.4111448896138
10,51,31,Greedy,622.1594032238772
10,51,32,FOA,1201.8129260302132
10,51,32,PSO,1229.5225285419915
10,51,32,Random Search,1120.3262345546707
10,51,32,Greedy,622.1594032238772
10,51,33,FOA,1201.8129260302132
10,51,33,PSO,1229.5225285419915
10,51,33,Random Search,1120.3262345546707
10,51,33,Greedy,622.1594032238772
10,51,34,FOA,1201.8129260302132
10,51,34,PSO,1255.8422667195343
10,51,34,Random Search,1120.3262345546707
10,51,34,Greedy,622.1594032238772
10,51,35,FOA,1201.8129260302132
10,51,35,PSO,1255.8422667195343
10,51,35,Random Search,1120.3262345546707
10,51,35,Greedy,622.1594032238772
10,51,36,FOA,1201.8129260302132
10,51,36,PSO,1255.8422667195343
10,51,36,Random Search,1120.3262345546707
10,51,36,Greedy,622.1594032238772
10,51,37,FOA,1201.8129260302132
10,51,37,PSO,1255.8422667195343
10,51,37,Random Search,1120.3262345546707
10,51,37,Greedy,622.1594032238772
10,51,38,FOA,1201.8129260302132
10,51,38,PSO,1255.8422667195343
10,51,38,Random Search,1120.3262345546707
10,51,38,Greedy,622.1594032238772
10,51,39,FOA,1201.8129260302132
10,51,39,PSO,1255.8422667195343
10,51,39,Random Search,1120.3262345546707
10,51,39,Greedy,622.1594032238772
10,51,40,FOA,1201.8129260302132
10,51,40,PSO,1255.8422667195343
10,51,40,Random Search,1120.3262345546707
10,51,40,Greedy,622.1594032238772
10,51,41,FOA,1201.8129260302132
10,51,41,PSO,1255.8422667195343
10,51,41,Random Search,1120.3262345546707
10,51,41,Greedy,622.1594032238772
10,51,42,FOA,1201.8129260302132
10,51,42,PSO,1255.8422667195343
10,51,42,Random Search,1120.3262345546707
10,51,42,Greedy,622.1594032238772
10,51,43,FOA,1201.8129260302132
10,51,43,PSO,1255.8422667195343
10,51,43,Random Search,1120.3262345546707
10,51,43,Greedy,622.1594032238772
10,51,44,FOA,1201.8129260302132
10,51,44,PSO,1255.8422667195343
10,51,44,Random Search,1120.3262345546707
10,51,44,Greedy,622.1594032238772
10,51,45,FOA,1201.8129260302132
10,51,45,PSO,1255.8422667195343
10,51,45,Random Search,1120.3262345546707
10,51,45,Greedy,622.1594032238772
10,51,46,FOA,1201.8129260302132
10,51,46,PSO,1255.8422667195343
10,51,46,Random Search,1120.3262345546707
10,51,46,Greedy,622.1594032238772
10,51,47,FOA,1201.8129260302132
10,51,47,PSO,1255.8422667195343
10,51,47,Random Search,1120.3262345546707
10,51,47,Greedy,622.1594032238772
10,51,48,FOA,1201.8129260302132
10,51,48,PSO,1255.8422667195343
10,51,48,Random Search,1120.3262345546707
10,51,48,Greedy,622.1594032238772
10,51,49,FOA,1201.8129260302132
10,51,49,PSO,1255.8422667195343
10,51,49,Random Search,1120.3262345546707
10,51,49,Greedy,622.1594032238772
10,51,50,FOA,1201.8129260302132
10,51,50,PSO,1255.8422667195343
10,51,50,Random Search,1120.3262345546707
10,51,50,Greedy,622.1594032238772
11,52,1,FOA,1390.4748096385165
11,52,1,PSO,1268.725554644204
11,52,1,Random Search,807.9441794918241
11,52,1,Greedy,1261.46834324626
11,52,2,FOA,1425.1100985073972
11,52,2,PSO,1268.725554644204
11,52,2,Random Search,877.402025204425
11,52,2,Greedy,1261.46834324626
11,52,3,FOA,1514.2530398761824
11,52,3,PSO,1281.4385446995484
11,52,3,Random Search,877.402025204425
11,52,3,Greedy,1261.46834324626
11,52,4,FOA,1514.2530398761824
11,52,4,PSO,1315.060283113693
11,52,4,Random Search,883.4524494611996
11,52,4,Greedy,1261.46834324626
11,52,5,FOA,1514.2530398761824
11,52,5,PSO,1315.060283113693
11,52,5,Random Search,1182.3812400289034
11,52,5,Greedy,1261.46834324626
11,52,6,FOA,1514.2530398761824
11,52,6,PSO,1315.060283113693
11,52,6,Random Search,1182.3812400289034
11,52,6,Greedy,1261.46834324626
11,52,7,FOA,1514.2530398761824
11,52,7,PSO,1315.060283113693
11,52,7,Random Search,1182.3812400289034
11,52,7,Greedy,1261.46834324626
11,52,8,FOA,1526.429969883
11,52,8,PSO,1365.4221239432754
11,52,8,Random Search,1182.3812400289034
11,52,8,Greedy,1261.46834324626
11,52,9,FOA,1526.429969883
11,52,9,PSO,1365.4221239432754
11,52,9,Random Search,1182.3812400289034
11,52,9,Greedy,1261.46834324626
11,52,10,FOA,1526.429969883
11,52,10,PSO,1365.4221239432754
11,52,10,Random Search,1182.3812400289034
11,52,10,Greedy,1261.46834324626
11,52,11,FOA,1526.429969883
11,52,11,PSO,1422.76013470117
11,52,11,Random Search,1182.3812400289034
11,52,11,Greedy,1261.46834324626
11,52,12,FOA,1526.429969883
11,52,12,PSO,1422.76013470117
11,52,12,Random Search,1182.3812400289034
11,52,12,Greedy,1261.46834324626
11,52,13,FOA,1526.429969883
11,52,13,PSO,1422.76013470117
11,52,13,Random Search,1182.3812400289034
11,52,13,Greedy,1261.46834324626
11,52,14,FOA,1526.429969883
11,52,14,PSO,1422.76013470117
11,52,14,Random Search,1182.3812400289034
11,52,14,Greedy,1261.46834324626
11,52,15,FOA,1526.429969883
11,52,15,PSO,1422.76013470117
11,52,15,Random Search,1182.3812400289034
11,52,15,Greedy,1261.46834324626
11,52,16,FOA,1526.429969883
11,52,16,PSO,1422.76013470117
11,52,16,Random Search,1182.3812400289034
11,52,16,Greedy,1261.46834324626
11,52,17,FOA,1526.429969883
11,52,17,PSO,1422.76013470117
11,52,17,Random Search,1182.3812400289034
11,52,17,Greedy,1261.46834324626
11,52,18,FOA,1526.429969883
11,52,18,PSO,1422.76013470117
11,52,18,Random Search,1182.3812400289034
11,52,18,Greedy,1261.46834324626
11,52,19,FOA,1526.429969883
11,52,19,PSO,1422.76013470117
11,52,19,Random Search,1182.3812400289034
11,52,19,Greedy,1261.46834324626
11,52,20,FOA,1526.429969883
11,52,20,PSO,1422.76013470117
11,52,20,Random Search,1182.3812400289034
11,52,20,Greedy,1261.46834324626
11,52,21,FOA,1526.429969883
11,52,21,PSO,1423.942310469804
11,52,21,Random Search,1182.3812400289034
11,52,21,Greedy,1261.46834324626
11,52,22,FOA,1526.429969883
11,52,22,PSO,1423.942310469804
11,52,22,Random Search,1182.3812400289034
11,52,22,Greedy,1261.46834324626
11,52,23,FOA,1526.429969883
11,52,23,PSO,1423.942310469804
11,52,23,Random Search,1182.3812400289034
11,52,23,Greedy,1261.46834324626
11,52,24,FOA,1526.429969883
11,52,24,PSO,1423.942310469804
11,52,24,Random Search,1182.3812400289034
11,52,24,Greedy,1261.46834324626
11,52,25,FOA,1526.429969883
11,52,25,PSO,1423.942310469804
11,52,25,Random Search,1182.3812400289034
11,52,25,Greedy,1261.46834324626
11,52,26,FOA,1526.429969883
11,52,26,PSO,1423.942310469804
11,52,26,Random Search,1182.3812400289034
11,52,26,Greedy,1261.46834324626
11,52,27,FOA,1526.429969883
11,52,27,PSO,1423.942310469804
11,52,27,Random Search,1182.3812400289034
11,52,27,Greedy,1261.46834324626
11,52,28,FOA,1526.429969883
11,52,28,PSO,1423.942310469804
11,52,28,Random Search,1182.3812400289034
11,52,28,Greedy,1261.46834324626
11,52,29,FOA,1526.429969883
11,52,29,PSO,1491.4628883042333
11,52,29,Random Search,1182.3812400289034
11,52,29,Greedy,1261.46834324626
11,52,30,FOA,1526.429969883
11,52,30,PSO,1491.4628883042333
11,52,30,Random Search,1182.3812400289034
11,52,30,Greedy,1261.46834324626
11,52,31,FOA,1526.429969883
11,52,31,PSO,1491.4628883042333
11,52,31,Random Search,1182.3812400289034
11,52,31,Greedy,1261.46834324626
11,52,32,FOA,1526.429969883
11,52,32,PSO,1491.4628883042333
11,52,32,Random Search,1257.4706917300202
11,52,32,Greedy,1261.46834324626
11,52,33,FOA,1526.429969883
11,52,33,PSO,1491.4628883042333
11,52,33,Random Search,1257.4706917300202
11,52,33,Greedy,1261.46834324626
11,52,34,FOA,1526.429969883
11,52,34,PSO,1491.4628883042333
11,52,34,Random Search,1257.4706917300202
11,52,34,Greedy,1261.46834324626
11,52,35,FOA,1526.429969883
11,52,35,PSO,1491.4628883042333
11,52,35,Random Search,1257.4706917300202
11,52,35,Greedy,1261.46834324626
11,52,36,FOA,1526.429969883
11,52,36,PSO,1491.4628883042333
11,52,36,Random Search,1257.4706917300202
11,52,36,Greedy,1261.46834324626
11,52,37,FOA,1526.429969883
11,52,37,PSO,1491.4628883042333
11,52,37,Random Search,1257.4706917300202
11,52,37,Greedy,1261.46834324626
11,52,38,FOA,1526.429969883
11,52,38,PSO,1491.4628883042333
11,52,38,Random Search,1257.4706917300202
11,52,38,Greedy,1261.46834324626
11,52,39,FOA,1526.429969883
11,52,39,PSO,1491.4628883042333
11,52,39,Random Search,1257.4706917300202
11,52,39,Greedy,1261.46834324626
11,52,40,FOA,1526.429969883
11,52,40,PSO,1491.4628883042333
11,52,40,Random Search,1257.4706917300202
11,52,40,Greedy,1261.46834324626
11,52,41,FOA,1526.429969883
11,52,41,PSO,1491.4628883042333
11,52,41,Random Search,1257.4706917300202
11,52,41,Greedy,1261.46834324626
11,52,42,FOA,1526.429969883
11,52,42,PSO,1491.4628883042333
11,52,42,Random Search,1257.4706917300202
11,52,42,Greedy,1261.46834324626
11,52,43,FOA,1526.429969883
11,52,43,PSO,1491.4628883042333
11,52,43,Random Search,1257.4706917300202
11,52,43,Greedy,1261.46834324626
11,52,44,FOA,1526.429969883
11,52,44,PSO,1491.4628883042333
11,52,44,Random Search,1257.4706917300202
11,52,44,Greedy,1261.46834324626
11,52,45,FOA,1526.429969883
11,52,45,PSO,1491.4628883042333
11,52,45,Random Search,1257.4706917300202
11,52,45,Greedy,1261.46834324626
11,52,46,FOA,1526.429969883
11,52,46,PSO,1491.4628883042333
11,52,46,Random Search,1257.4706917300202
11,52,46,Greedy,1261.46834324626
11,52,47,FOA,1526.429969883
11,52,47,PSO,1491.4628883042333
11,52,47,Random Search,1257.4706917300202
11,52,47,Greedy,1261.46834324626
11,52,48,FOA,1526.429969883
11,52,48,PSO,1491.4628883042333
11,52,48,Random Search,1257.4706917300202
11,52,48,Greedy,1261.46834324626
11,52,49,FOA,1526.429969883
11,52,49,PSO,1491.4628883042333
11,52,49,Random Search,1257.4706917300202
11,52,49,Greedy,1261.46834324626
11,52,50,FOA,1526.429969883
11,52,50,PSO,1491.4628883042333
11,52,50,Random Search,1257.4706917300202
11,52,50,Greedy,1261.46834324626
12,53,1,FOA,1818.671051050137
12,53,1,PSO,1503.6742109805837
12,53,1,Random Search,1446.3075960513388
12,53,1,Greedy,908.8744815449637
12,53,2,FOA,1818.671051050137
12,53,2,PSO,1676.120912992321
12,53,2,Random Search,1446.3075960513388
12,53,2,Greedy,908.8744815449637
12,53,3,FOA,1921.17464720855
12,53,3,PSO,1676.120912992321
12,53,3,Random Search,1446.3075960513388
12,53,3,Greedy,908.8744815449637
12,53,4,FOA,2082.9947388103783
12,53,4,PSO,1676.120912992321
12,53,4,Random Search,1446.3075960513388
12,53,4,Greedy,908.8744815449637
12,53,5,FOA,2082.9947388103783
12,53,5,PSO,1676.120912992321
12,53,5,Random Search,1446.3075960513388
12,53,5,Greedy,908.8744815449637
12,53,6,FOA,2089.956419583673
12,53,6,PSO,1676.120912992321
12,53,6,Random Search,1446.3075960513388
12,53,6,Greedy,908.8744815449637
12,53,7,FOA,2089.956419583673
12,53,7,PSO,1676.120912992321
12,53,7,Random Search,1446.3075960513388
12,53,7,Greedy,908.8744815449637
12,53,8,FOA,2089.956419583673
12,53,8,PSO,1800.0193051265333
12,53,8,Random Search,1446.3075960513388
12,53,8,Greedy,908.8744815449637
12,53,9,FOA,2089.956419583673
12,53,9,PSO,1800.0193051265333
12,53,9,Random Search,1446.3075960513388
12,53,9,Greedy,908.8744815449637
12,53,10,FOA,2089.956419583673
12,53,10,PSO,1800.0193051265333
12,53,10,Random Search,1474.3201007565954
12,53,10,Greedy,908.8744815449637
12,53,11,FOA,2089.956419583673
12,53,11,PSO,1800.0193051265333
12,53,11,Random Search,1474.3201007565954
12,53,11,Greedy,908.8744815449637
12,53,12,FOA,2089.956419583673
12,53,12,PSO,1800.0193051265333
12,53,12,Random Search,1474.3201007565954
12,53,12,Greedy,908.8744815449637
12,53,13,FOA,2089.956419583673
12,53,13,PSO,1871.4443763806203
12,53,13,Random Search,1474.3201007565954
12,53,13,Greedy,908.8744815449637
12,53,14,FOA,2089.956419583673
12,53,14,PSO,1871.4443763806203
12,53,14,Random Search,1474.3201007565954
12,53,14,Greedy,908.8744815449637
12,53,15,FOA,2089.956419583673
12,53,15,PSO,1871.4443763806203
12,53,15,Random Search,1474.3201007565954
12,53,15,Greedy,908.8744815449637
12,53,16,FOA,2089.956419583673
12,53,16,PSO,1871.4443763806203
12,53,16,Random Search,1474.3201007565954
12,53,16,Greedy,908.8744815449637
12,53,17,FOA,2089.956419583673
12,53,17,PSO,1871.4443763806203
12,53,17,Random Search,1474.3201007565954
12,53,17,Greedy,908.8744815449637
12,53,18,FOA,2089.956419583673
12,53,18,PSO,1871.4443763806203
12,53,18,Random Search,1474.3201007565954
12,53,18,Greedy,908.8744815449637
12,53,19,FOA,2089.956419583673
12,53,19,PSO,1871.4443763806203
12,53,19,Random Search,1474.3201007565954
12,53,19,Greedy,908.8744815449637
12,53,20,FOA,2089.956419583673
12,53,20,PSO,1871.4443763806203
12,53,20,Random Search,1474.3201007565954
12,53,20,Greedy,908.8744815449637
12,53,21,FOA,2089.956419583673
12,53,21,PSO,1871.4443763806203
12,53,21,Random Search,1474.3201007565954
12,53,21,Greedy,908.8744815449637
12,53,22,FOA,2089.956419583673
12,53,22,PSO,1871.4443763806203
12,53,22,Random Search,1474.3201007565954
12,53,22,Greedy,908.8744815449637
12,53,23,FOA,2089.956419583673
12,53,23,PSO,1871.4443763806203
12,53,23,Random Search,1506.5713967750285
12,53,23,Greedy,908.8744815449637
12,53,24,FOA,2089.956419583673
12,53,24,PSO,1871.4443763806203
12,53,24,Random Search,1506.5713967750285
12,53,24,Greedy,908.8744815449637
